"gene","baseMean","log2FoldChange","shrunkLFC","lfcSE","padj","effectTestPadj","svalue","maxCook","array_logFC","array_FDR_standard","array_FDR_robust","array_FDR_treat","array_mean","array_sd","array_min","array_max","direction_same","platform_difference","mean_effect","practical_selected","modern_strong","loo_medianLFC","loo_sdLFC","loo_minLFC","loo_maxLFC","loo_propFDR05","loo_medianRank","loo_worstRank","edgeR_logFC","edgeR_FDR","edgeR_rank","rank_DESeq2_effect","rank_DESeq2_FDR","rank_array_effect","rank_array_FDR","rank_product","rank_product_rank","score_effect","score_significance","score_precision","score_abundance","score_array_effect","score_array_significance","score_platform_agreement","score_loo","score_edgeR","stat_score","P_top5_weights","P_top10_weights","combined_robustness"
"CPAR2_100540",288.639194250795,1.00991251612175,0.916852566504216,0.256857247510194,0.000516580870920931,1,0.232521457602996,0.259253942867798,0.1293258264375,0.641318485486643,0.646642742204497,0.999999995174279,0.1293258264375,0.592631173991603,-0.67904784625,0.64442392675,TRUE,0.787526740066716,0.523089196470858,FALSE,FALSE,0.984444618018301,0.0907600809615636,0.915932883384808,1.16352141554111,1,968,1176,0.981434585569907,0.00690054954635594,971,829,944,4012,4822,1711.85421704211,1755,0.856920684292379,0.836935846446481,0.308622775185761,0.310177985139105,0.257359748194779,0.107387520829476,0.0938715052768006,1,0.841911118917969,0.512576353809195,0,0,0
"CPAR2_201930",517.984519150552,-0.913757111715609,-0.787603675456423,0.290379834024314,0.00631525433635272,1,0.325639393247912,0.170877510609824,0.147356173,0.327528951234024,0.32830981794546,0.999999995174279,0.147356173,0.282941838376284,-0.21532250725,0.39766176375,FALSE,0.934959848456423,-0.320123751228211,FALSE,FALSE,-0.884419374674742,0.116134356730999,-1.14828280151533,-0.788287510444812,1,1199,1453,-0.939209913744739,0.0201299611390634,1055,1082,1511.5,3804,4158,1937.3254024916,2003,0.813202004492829,0.738716928929621,0.231035078624503,0.49732158285813,0.295871134975005,0.230327717089428,0.0644325124976856,1,0.739855963463903,0.512306991436789,0,0,0
"CPAR2_401730",1410.64698213402,0.294324225612058,0.258988304232784,0.188395646867433,0.203637446796224,1,0.796156756346696,0.165373704010815,0.9362584896875,0.000616229614133493,0.000630239892556706,0.999999995174279,0.9362584896875,0.192136056760608,0.767883999,1.10971916225,TRUE,0.677270185454716,0.597623396960142,FALSE,FALSE,0.280888528437977,0.0698791421364918,0.180216906449301,0.405308375650119,0,3692,4502,0.268979568863531,0.25320574324026,3736,3480,3357.5,467,381,1506.77635976543,1521,0.398824952479696,0.419505446999827,0.638500086400553,0.801105927077933,0.913719681540455,0.929642658766895,0.13071653397519,0,0.378008080098366,0.512224818593213,0,0,0
"CPAR2_209110",202.998583586263,-0.694367968721891,-0.631848530941431,0.204409461043584,0.00301326634038132,1,0.568822141236271,0.388821502482666,0.096410372625,0.310647464655156,0.312470585888492,0.999999995174279,0.096410372625,0.117657866082754,-1.30144999999993e-05,0.26655497375,FALSE,0.728258903566431,-0.267719079158215,FALSE,FALSE,-0.702373795842945,0.0712815755159678,-0.837226728495144,-0.569520687393897,1,1703.5,2218,-0.720809276834108,0.0133811281597078,1628,1525,1308,4359,4117,2254.75804333909,2417,0.736651114567133,0.773992737333564,0.548643511318472,0.221358216692587,0.193112386595075,0.237918903906684,0.112201444177004,1,0.785350430353065,0.512136527215954,0,0,0
"CPAR2_601620",1856.02352460725,0.288129198323222,0.243971101024772,0.215804759687996,0.284585724835398,1,0.775176729961205,0.82158940768903,0.36300690975,0.00618884479296952,0.00633030036484451,0.999999995174279,0.36300690975,0.0822709297202165,0.30192899625,0.4840234625,TRUE,0.119035808725228,0.303489005387386,FALSE,FALSE,0.262665398166736,0.0822793965043166,0.197138122009867,0.46238614583826,0.1,3834.5,4316,0.261335309258941,0.327546086740554,3784,3604,3695.5,2087,1382.5,2707.19376507603,2992,0.377397615344738,0.361058274252118,0.483843096595818,0.854674269915327,0.61377522680985,0.744121458989076,0.75245324939826,0.1,0.321096082908835,0.51204658602378,0,0,0
"CPAR2_207250",110.802663547891,1.25802534263202,1.12901420033288,0.316234614906861,0.000433841752494353,1,0.10788807709897,0.242658344926163,0.152484661375,0.143592365152142,0.144819609517444,0.999999995174279,0.152484661375,0.133853076625124,0.05085434975,0.348368851,TRUE,0.976529538957882,0.640749430853941,FALSE,FALSE,1.26043079898868,0.137777217607861,0.940239036442621,1.44761754536188,1,638.5,1190,1.23319996183538,0.00674735809670525,621,553,926,3760,3518,1332.85307920931,1337,0.904613789528253,0.840048417776241,0.180922757905651,0.12597200622084,0.304017774486206,0.348639140899833,0.0598037400481392,1,0.84349200772879,0.511945514954884,0,0,0
"CPAR2_211820",306.700175892466,0.454126367167468,0.418786257337375,0.162631487960621,0.016227579075548,1,0.769423175524545,0.25071725100912,-0.1168812005625,0.18134496806951,0.183152198496366,0.999999995174279,-0.1168812005625,0.0707466217730646,-0.20398215075,-0.03552209725,FALSE,0.535667457899875,0.150952528387437,FALSE,FALSE,0.453051714613814,0.0540399474398709,0.343439751822346,0.534366401133691,0.8,2783.5,3452,0.430709304818122,0.037487533115654,2810,2436,1865,4127,3705.5,2871.49950200024,3192,0.579229307067565,0.677675946740446,0.803179540349058,0.329704510108865,0.236067394926865,0.314015922977226,0.201814478800222,0.8,0.662568066046021,0.511583907446252,0,0,0
"CPAR2_405100",502.748437334199,0.284194877549685,0.255931551578569,0.169182059142695,0.168295128271376,1,0.815786072664315,0.203302783419965,0.386276594875,0.00667920934685381,0.00681150022354047,0.999999995174279,0.386276594875,0.116025246913773,0.2146921325,0.47009271975,TRUE,0.130345043296431,0.321104073226784,FALSE,FALSE,0.273658053583799,0.0627356251239819,0.17173055977697,0.371596337020903,0,3802,4567,0.259115455364597,0.201389429027918,3797,3505,3196,1960,1432.5,2602.65868704658,2867,0.394504924831519,0.447518588967664,0.757214446172455,0.488854328667703,0.637289390853546,0.734863914089983,0.7285687835586,0,0.415422448621114,0.511581869529176,0,0,0
"CPAR2_802800",6380.80070750084,0.301534446722617,0.261631969766895,0.201675655528897,0.226191693181559,1,0.783552701356404,0.293504783817083,0.371566505625,0.0388407635401186,0.0392403375409309,0.999999995174279,0.371566505625,0.282472916069812,0.01870236825,0.66007595525,TRUE,0.109934535858105,0.316599237695947,FALSE,FALSE,0.314804234071756,0.0644815913794802,0.199113435061731,0.408529662468138,0,3509.5,4412,0.274472973475162,0.295932986985338,3701,3451,3448.5,2033,2541.5,2960.90418262083,3315,0.403836184551581,0.403769669721598,0.561085190945222,0.966822187662001,0.62377337530087,0.529531568228106,0.770598037400481,0,0.343404180572633,0.511424488264721,0,0,0
"CPAR2_501740",353.25867322763,0.340042259261114,0.31876951633008,0.135822861086529,0.0324740590718501,1,0.832494224853187,0.0874201846953525,-0.3881641044375,0.0297010148434675,0.0300154399312573,0.999999995174279,-0.3881641044375,0.267302148263945,-0.73358793825,-0.10234339475,FALSE,0.70693362076758,-0.03469729405371,FALSE,FALSE,0.344683899310202,0.0348158845175069,0.282049417625473,0.40353532456556,0.3,3363.5,3736,0.311574642664677,0.0649872245173967,3474,3070,2189.5,1949,2348,2545.45025498479,2797,0.469673405909798,0.621476742175342,0.931225159841023,0.36962156557802,0.639326050731346,0.565450842436586,0.121088687280133,0.3,0.582821008255753,0.511187051356444,0,0,0
"CPAR2_106990",185.103544107238,-1.50656115390306,-1.21421064433101,0.474016831452093,0.00578037064861722,1,0.107465677869278,0.064595548555644,0.2467014006875,0.0585702889469242,0.0590767888840741,0.999999995174279,0.2467014006875,0.182086196613904,0.1178708325,0.51113466925,FALSE,1.46091204501851,-0.483754621821753,FALSE,FALSE,-1.48970732165647,0.159222722272466,-1.70696239357677,-1.26685065426531,1,452.5,602,-1.54489171460405,0.0300407018286046,365,469,1482.5,2905,2831,1158.53533199363,1120,0.919129082426128,0.743731627183123,0.0779332987731121,0.20459650941766,0.462321792260692,0.47602295871135,0.0248102203295686,1,0.691375373265414,0.511102318040783,0,0,0
"CPAR2_800940",487.101512101795,-0.497673384277602,-0.442635361089477,0.199175626426183,0.0328045189925719,1,0.707579178250695,0.162892535145432,-0.208563406125,0.164597384859275,0.165412926711896,0.999999995174279,-0.208563406125,0.267562675929067,-0.45502512075,0.09483332775,TRUE,0.234071954964477,-0.325599383607239,FALSE,FALSE,-0.49426407717532,0.0639796723526165,-0.600438185791229,-0.406276161708061,0.4,2508.5,2962,-0.522850583831365,0.0390646495100058,2351,2310,2198,3239,3635,2688.81877547409,2965,0.601002246414377,0.620093377139893,0.574045273889753,0.476412649040954,0.400481392334753,0.327161636733938,0.54193667839289,0.4,0.65782539961356,0.510995405951124,0,0,0
"CPAR2_303620",405.224792598296,-0.991294090567531,-0.896548670873992,0.255779476813943,0.000630297294426907,1,0.25027276075062,0.105857239960387,0.058414820125,0.48715471160477,0.489578667978771,0.999999995174279,0.058414820125,0.0716176250018957,-0.00255811124999999,0.14599065375,FALSE,0.954963490998992,-0.419066925374496,FALSE,FALSE,-0.997257753890666,0.0753568245042768,-1.10252708121396,-0.85898313937345,1,1014,1223,-1.01813123469751,0.00648130070766302,902,865,977,4775,4523,1751.06970519565,1791,0.850699844479005,0.831056545045824,0.311560393986522,0.41454985311906,0.116089613034623,0.162747639326051,0.0631364562118126,1,0.847883365536624,0.510858190082169,0,0,0
"CPAR2_400310",1015.79295288444,-0.3076530461933,-0.268752337936149,0.191045376847342,0.188327289519552,1,0.79023577840675,0.163806201095359,-0.5920205053125,0.0167477823269339,0.0181537935504933,0.999999995174279,-0.5920205053125,0.372765961090989,-0.9402542805,-0.17259085775,TRUE,0.323268167376352,-0.430386421624324,FALSE,FALSE,-0.319022705118679,0.0553073064195756,-0.395064053278786,-0.211699421666526,0.1,3553,4175,-0.333672021070444,0.143034914475522,3349,3394,3295.5,1094,1969,2406.36924251804,2611,0.413685847589425,0.430226526024555,0.622429583549335,0.71971660618628,0.797630068505832,0.635623032771709,0.407887428254027,0.1,0.470402248375198,0.510844593472929,0,0,0
"CPAR2_200630",613.126240190077,-0.302131854608967,-0.277444848703938,0.15222831581556,0.0968269975646379,1,0.825643881231499,0.13520670702842,0.4316931141875,0.00464354498647715,0.0047475697913165,0.999999995174279,0.4316931141875,0.120962145552411,0.28278704225,0.578699016,FALSE,0.709137962891438,0.077124132741781,FALSE,FALSE,-0.295256397691921,0.0415359183156135,-0.362090925704156,-0.248171871894318,0.1,3607,3938,-0.332799266887653,0.0755806685443604,3354,3321,2818,1731,1236,2319.62452730216,2494,0.426300328322101,0.512882586892616,0.861413513046484,0.560912389839295,0.67968894649139,0.771338640992409,0.120533234586188,0.1,0.563323379588969,0.510710335528828,0,0,0
"CPAR2_204730",334.668158179453,-0.322897365750976,-0.285013308453191,0.18624972828911,0.153872086370504,1,0.789685442717246,0.257483699305546,-0.2949605266875,0.026642135810646,0.0270563483224551,0.999999995174279,-0.2949605266875,0.158080326115956,-0.45989693375,-0.14423494275,TRUE,0.009947218234309,-0.289986917570345,FALSE,FALSE,-0.300903547176332,0.0533098963370961,-0.419660730869322,-0.275184998318893,0.1,3586,3861,-0.347899900187797,0.109426239445511,3269,3271,3119,2525,2282,2862.44777913852,3176,0.434940383618455,0.460833477433858,0.651632970451011,0.352859858303093,0.532679133493797,0.577670801703388,0.976115534160341,0.1,0.509573160021079,0.510700591020558,0,0,0
"CPAR2_808610",1841.47915030705,0.170919362818332,0.163006932926693,0.111692486764225,0.21446182662951,1,0.859972894480273,0.0673361385607739,0.2188862404375,0.05538687789832,0.0561830462062933,0.999999995174279,0.2188862404375,0.13392012895474,0.0190477285,0.30414296275,TRUE,0.055879307510807,0.190946586682096,FALSE,FALSE,0.172435772284738,0.0266991085900859,0.135644185391045,0.216161882962994,0,4531,4787,0.142873219773619,0.377796953938308,4626,4276,3396.5,3150,2793.5,3583.82532999727,4104,0.261275272161742,0.412761542452015,0.99291515465699,0.853119059961984,0.416959822255138,0.482873541936678,0.882984632475468,0,0.292991392938697,0.510653379870968,0,0,0
"CPAR2_205100",591.98740873732,0.568395042141492,0.485053782375791,0.243452706627477,0.0471343177947537,1,0.632398488035555,0.203676157680801,0.263051062,0.0155166769336296,0.0159170272427442,0.999999995174279,0.263051062,0.0450057375311955,0.20574923975,0.314192454,TRUE,0.222002720375791,0.374052422187895,FALSE,FALSE,0.538747436360881,0.0845969920049125,0.476755255464329,0.696507561552262,0.2,2317,2716,0.538940388869553,0.069861491413965,2285,2094,2400,2768,1924,2276.61218193818,2447,0.638327285294626,0.585163409994812,0.357352687057197,0.547261102471056,0.487687465284207,0.643769672282911,0.561747824476949,0.2,0.574213946952398,0.510613710423795,0,0,0
"CPAR2_405760",536.181722478762,0.464562621542046,0.415328990653318,0.190847594239619,0.0380445004970666,1,0.732899543510994,0.128460041362674,0.2139769175,0.128412214218357,0.129247770124588,0.999999995174279,0.2139769175,0.23565378257607,-0.04010817525,0.45143244175,TRUE,0.201352073153318,0.314652954076659,FALSE,FALSE,0.471415077116345,0.0667080471916873,0.364271438436534,0.565256896440705,0.3,2595.5,3348,0.434473839373178,0.0553622906493997,2794,2463,2269,3191,3424,2795.09886554445,3092,0.574563677207534,0.607816012450285,0.623811992396751,0.509072058061172,0.409368635437882,0.36622847620811,0.596000740603592,0.3,0.607588266291938,0.510494428739696,0,0,0
"CPAR2_101270",2212.46393125968,0.455279778204368,0.394074903564206,0.218687021271791,0.079636238526047,1,0.709893021918474,0.266458457968916,-0.9085000963125,0.0194221448310934,0.0212871327976004,0.999999995174279,-0.9085000963125,0.635134812897439,-1.8520591985,-0.49831658,FALSE,1.30257499987671,-0.257212596374147,FALSE,FALSE,0.449441780334691,0.0963459907361947,0.272822675775468,0.648461707156654,0.1,2714.5,3878,0.422913325732106,0.113177771906675,2846,2590,2713,506,2071.5,1837.73963347859,1892,0.552617936754795,0.531039252982881,0.467426991532746,0.884050457922931,0.906498796519163,0.616552490279578,0.0318459544528791,0.1,0.504127876339364,0.51046219519826,0,0,0
"CPAR2_212050",1136.43842650003,-0.229385284314141,-0.206694736769652,0.162999632227461,0.257086944156494,1,0.831508276358927,0.255459534233197,-0.2677735073125,0.0372812303574113,0.0377730671167001,0.999999995174279,-0.2677735073125,0.159882067542507,-0.42542354475,-0.0984873995,TRUE,0.061078770542848,-0.237234122041076,FALSE,FALSE,-0.227993996986283,0.0530437250598883,-0.327755007111783,-0.141744126410922,0,4055.5,4672,-0.25726616188101,0.188038912051793,3809,3895,3585,2725,2509,3251.88330598752,3690,0.327112493519959,0.380252464118969,0.801105927077933,0.750302401935372,0.495648953897426,0.535641547861507,0.873912238474357,0,0.426488670296856,0.510051633020264,0,0,0
"CPAR2_807390",43.4564279910971,-2.13677373839543,-1.88415391095383,0.519389832140486,0.000264911664823735,0.337045030731622,0.011712998898827,3.85232712213631,0.202705817375,0.0943176683472313,0.0952148635487462,0.999999995174279,0.202705817375,0.172805262090147,0.0372395105,0.4319319835,FALSE,2.08685972832883,-0.840724046789416,TRUE,FALSE,-2.19017439579418,0.226177562255262,-2.49690178477573,-1.67106737647128,1,184,371,-2.09677455067094,0.00864831007062711,169,161,849,3289,3180,752.700583791295,668,0.972351823051668,0.853363306242435,0.0684292379471229,0.0606531881804044,0.39122384743566,0.411405295315682,0.010183299389002,1,0.821535218689619,0.509905024027955,0,0,0
"CPAR2_302750",87.1931529795568,0.685638632553086,0.58695266042047,0.259362757921218,0.0235615453859527,1,0.536712903949355,0.217287064043383,0.3198584470625,0.0173683815505645,0.0176638142696013,0.999999995174279,0.3198584470625,0.142877140730982,0.16301381325,0.496597721,TRUE,0.26709421335797,0.453405553741485,FALSE,FALSE,0.667943946837223,0.0901288090609187,0.513301132119663,0.8244154247382,0.5,1812,2439,0.657654118123621,0.0466245995849089,1838,1691,2013.5,2365,1995,1968.08095506743,2049,0.707966130983238,0.651910772955214,0.301365128736824,0.106791083462934,0.562303277170894,0.630623958526199,0.490649879651916,0.5,0.633409450202002,0.509446631298802,0,0,0
"CPAR2_806470",278.357466490927,-0.976281840973204,-0.853049688142071,0.289326667700157,0.00322775506249735,1,0.273971134831624,0.0808394381033213,-0.1450518226875,0.284834152231645,0.285884331406088,0.999999995174279,-0.1450518226875,0.242772012963059,-0.3550390895,0.13419491825,TRUE,0.707997865454571,-0.499050755414786,FALSE,FALSE,-0.970418746986067,0.085907797399298,-1.09767584229695,-0.856323559377053,1,1016,1346,-0.999838775566801,0.0136725324699691,938,939,1326,3831,4065.5,1786.35436044932,1836,0.837912562640401,0.770880166003804,0.233281493001555,0.299982719889407,0.290872060729495,0.247361599703759,0.12071838548417,1,0.783593887229932,0.509400319409169,0,0,0
"CPAR2_603120",192.583117372398,0.700909634170207,0.640214838538978,0.202191947149778,0.00244324233235307,1,0.565117606181323,0.184250064672302,0.065415948625,0.431699303747161,0.433960081188611,0.999999995174279,0.065415948625,0.0640694963380272,-0.01474587625,0.11790667825,TRUE,0.574798889913978,0.352815393581989,FALSE,FALSE,0.682827409432595,0.0595038222934394,0.628160080842083,0.79288878826511,1,1761,1957,0.672951186247366,0.0127573858108725,1785,1492,1248,4695,4389,2328.75908012061,2517,0.742353551062727,0.784367975099429,0.559702782097805,0.211162951442889,0.130901684873172,0.187557859655619,0.178855767450472,1,0.789039170911646,0.509326860288196,0,0,0
"CPAR2_109220",1816.94760541229,0.437948422086946,0.373919778422665,0.225271085774596,0.104686839502722,1,0.712377012897163,0.190987193406648,-0.5333929653125,0.00529753536340965,0.00541684971164822,0.999999995174279,-0.5333929653125,0.207835656469081,-0.71873283375,-0.35146096625,FALSE,0.907312743735165,-0.0797365934449173,FALSE,FALSE,0.416824865801642,0.0996873358432951,0.23843881728907,0.602624560029655,0.2,2931,3992,0.408737849623266,0.14282017026058,2924,2722,2866.5,1275,1311,2071.40997050567,2178,0.529808190772421,0.504409476050493,0.437532400207361,0.850872645584932,0.764117755971116,0.75745232364377,0.0683206813553046,0.2,0.471104865624451,0.509290926578872,0,0,0
"CPAR2_110470",9178.57554908128,-0.480721926239481,-0.420807226829647,0.211036962009599,0.0532926219037994,1,0.704906482000053,0.297304035890942,-0.1531893824375,0.102745711417942,0.104211936452674,0.999999995174279,-0.1531893824375,0.0814432090682086,-0.25446241375,-0.0693575775,TRUE,0.267617844392147,-0.286998304633573,FALSE,FALSE,-0.509214572121811,0.081443630902197,-0.596254957010269,-0.330630510017416,0.2,2491,3411,-0.508225922382713,0.0845378229477775,2405,2421,2467.5,3756,3257,2811.78477311,3115,0.581821323656471,0.573404807193498,0.508899256955245,0.979609469500605,0.304758378078134,0.397148676171079,0.489538974264025,0.2,0.547690145793079,0.509207892401348,0,0,0
"CPAR2_107400",332.518854175799,-0.51550459363932,-0.450179917745811,0.216056713017973,0.042231362615091,1,0.68492216585173,0.10670087776598,-0.3201971425,0.176308656351102,0.182139161218203,0.999999995174279,-0.3201971425,0.474108841411666,-0.74246747725,0.166179767,TRUE,0.129982775245811,-0.385188530122905,FALSE,FALSE,-0.498566645766158,0.0671904589694954,-0.628530684340377,-0.429062397050287,0.3,2486,2819,-0.540035298428319,0.0465222889204413,2278,2275,2333,2362,3676,2536.41931147088,2785,0.607050285121825,0.596749092166695,0.482115085536547,0.350440642820114,0.56285872986484,0.319570449916682,0.729124236252546,0.3,0.633936413138943,0.509093881646466,0,0,0
"CPAR2_600240",350.596631687469,-0.304228791545933,-0.270724111660953,0.178833035377305,0.162410795125133,1,0.801458249288305,0.315215052091319,-0.285239533875,0.0333788110065204,0.0338293307053446,0.999999995174279,-0.285239533875,0.169888847407421,-0.47838394275,-0.1064693485,TRUE,0.0145154222140468,-0.277981822767977,FALSE,FALSE,-0.292520130622097,0.0614320737128195,-0.430061602967281,-0.20749925429732,0.1,3643.5,4306,-0.334747414153108,0.108818811540144,3339,3375,3167,2585,2431,2952.27462106502,3303,0.416969068602039,0.452360366591734,0.695870053568343,0.367547952306895,0.521570079614886,0.549713016108128,0.965747083873357,0.1,0.511154048831899,0.50899240772192,0,0,0
"CPAR2_207090",136.041285811649,1.54863387631933,1.36812212362794,0.394407148852132,0.000525351479481292,1,0.0448895179097741,0.274568645141385,0.1781943153125,0.15808726169059,0.159083786814445,0.999999995174279,0.1781943153125,0.203766584072227,-0.05998241975,0.36475558875,TRUE,1.18992780831544,0.773158219470222,FALSE,FALSE,1.51343681543029,0.14674082238587,1.35547979562873,1.78676140618759,1,430.5,567,1.5325528929131,0.00817944564103454,372,355,948.5,3520,3608,1097.2954139352,1061,0.938828408501814,0.836071243299326,0.108000691204424,0.151719371003974,0.348453990001852,0.332160710979448,0.0381410849842622,1,0.826629193746707,0.508889410413534,0,0,0
"CPAR2_603750",420.836531942795,0.32311334972437,0.302982178642898,0.134075138654004,0.040123464804045,1,0.836791866062032,0.220538947239405,0.1889213805,0.119444681933592,0.120380892276028,0.999999995174279,0.1889213805,0.181525315886002,-0.0207906945,0.417860596,TRUE,0.114060798142898,0.245951779571449,FALSE,FALSE,0.322785054596554,0.0439903382651903,0.22125167754867,0.400431022903423,0.1,3444.5,4208,0.297781588780682,0.0804910057953648,3551,3158,2300,3420,3382,3125.63361318744,3540,0.454466908588215,0.602455472937921,0.937445999654398,0.428892344911007,0.366969079800037,0.374004813923348,0.761155341603407,0.1,0.554540663973301,0.50888118059907,0,0,0
"CPAR2_204130",23.6221516502054,-2.43867421960682,-1.84855111071744,0.776407966771379,0.00641609498454087,0.601890448576499,0.0431681171538692,0.155496325568359,0.2898658711875,0.0205113028682446,0.0208291630461276,0.999999995174279,0.2898658711875,0.12456342427326,0.147553176,0.40024066825,FALSE,2.13841698190494,-0.779342619764972,TRUE,FALSE,-2.48540164006317,0.269190925528927,-2.85769380977626,-1.98218294331406,1,130,209,-2.33938076275125,0.0427971255516574,127,164,1518,2553,2101,701.260281261548,613,0.971833419733886,0.737679405153035,0.0345602211854156,0.0402626576810092,0.527494908350306,0.611183114238104,0.00944269579707462,1,0.645880906376252,0.508704147612787,0,0,0
"CPAR2_101380",903.564444537199,-0.203686445164497,-0.186351783701563,0.149045671515687,0.272089420809573,1,0.844002500712284,0.328430725344525,-0.222841940375,0.028567227875222,0.0291112613087056,0.999999995174279,-0.222841940375,0.0522086283705116,-0.2740504925,-0.16967356275,TRUE,0.0364901566734369,-0.204596862038282,FALSE,FALSE,-0.200311632047111,0.0538370801553657,-0.281299200097235,-0.0881422091645766,0,4257,5155,-0.233259445251775,0.187419202063722,3979,4075,3650.5,3101,2324,3357.36345639641,3817,0.296008294453085,0.368839702576517,0.878693623639191,0.687402799377916,0.426032216256249,0.56989446398815,0.92316237733753,0,0.427542596170736,0.508619563755486,0,0,0
"CPAR2_804210",741.098441383945,-0.271736325874819,-0.235932760411949,0.192947450348995,0.256862775178051,1,0.797700122504413,1.32249019132674,-0.401011982,0.00600885741584095,0.00615015222563964,0.999999995174279,-0.401011982,0.119141778348827,-0.55918192125,-0.2722786035,TRUE,0.165079221588051,-0.318472371205975,FALSE,FALSE,-0.269823983266591,0.0993804693737443,-0.533401099679514,-0.169145023095886,0.1,3817,4585,-0.30154127733456,0.185309809986436,3534,3669,3580.5,1874,1369,2601.27456175811,2864,0.366165543459478,0.380944146636694,0.61206151719371,0.624848799032314,0.653212368079985,0.74652842066284,0.66265506387706,0.1,0.428596522044616,0.508334708998522,0,0,0
"CPAR2_500740",343.387288400255,-1.00342861812417,-0.848104882674219,0.324413715130959,0.00730780202430486,1,0.265844707289484,0.118373894920306,0.248992644125,0.297349662028057,0.304644926492353,0.999999995174279,0.248992644125,0.496273078056491,-0.183206732,0.741362178,FALSE,1.09709752679922,-0.29955611927461,FALSE,FALSE,-0.96965743115306,0.125075339961241,-1.24224638768323,-0.86619998657776,1,1052,1203,-1.02707402802224,0.0232556918090298,886,949,1568,2884,4092,1731.39187341385,1771,0.83618455158113,0.72903337368148,0.168826680490755,0.361672714705374,0.466209961118311,0.24254767635623,0.0455471209035364,1,0.724398383980327,0.508268940313016,0,0,0
"CPAR2_213530",1587.88869943093,0.448860388675957,0.355943816153702,0.274394315306968,0.180753098332267,1,0.677294988137482,0.118222777635118,1.0263701749375,0.000170916661288274,0.000179005654834347,0.999999995174279,1.0263701749375,0.105418993899576,0.91020280875,1.1270989565,TRUE,0.670426358783798,0.691156995545601,FALSE,FALSE,0.450122408236864,0.133143882442413,0.243618430310223,0.651646563766179,0.1,2704,4032,0.428152336468141,0.218504953789392,2825,2824,3260,385,187,1133.65423857417,1093,0.512182477967859,0.436451668684074,0.265249697598065,0.827371695178849,0.928902055174968,0.965561932975375,0.132938344750972,0.1,0.403653609696118,0.508034609114031,0,0,0
"CPAR2_804450",2505.52388699512,0.294399132413949,0.247343092243185,0.220873852644457,0.285478491525349,1,0.77047905922748,1.13122343724196,0.380035472375,0.0100018476530762,0.0101604700199854,0.999999995174279,0.380035472375,0.148549331831167,0.2040432365,0.5662434875,TRUE,0.132692380131815,0.313689282309092,FALSE,FALSE,0.295701393413433,0.0855310030954515,0.206402914485246,0.499396161521616,0.1,3664.5,4263,0.261219000963243,0.33171508395234,3787,3573,3699,1990,1633,2768.53732358033,3055,0.382754449628478,0.360539512363825,0.4594781406601,0.898738551926732,0.63173486391409,0.697833734493612,0.722643954823181,0.1,0.318109959599508,0.507981463045503,0,0,0
"CPAR2_203240",269.002353208108,-0.515480653190231,-0.467314272202841,0.184339434689641,0.0160520742079867,1,0.714718664935255,0.527408268483338,-0.0652397761875,0.511111456703587,0.512917963056996,0.999999995174279,-0.0652397761875,0.137761835415387,-0.270365169,0.02657186675,TRUE,0.402074496015341,-0.266277024195171,FALSE,FALSE,-0.537665457387435,0.0636490470348915,-0.582399597986943,-0.366213599075896,1,2376.5,3334,-0.538039652793534,0.0256109753967354,2291,2190,1862,4697,4571,2887.06214573726,3210,0.621738379125626,0.678021787999308,0.662865042336271,0.290133056851564,0.130531383077208,0.153860396222922,0.3193852990187,1,0.713507816616898,0.507782573472055,0,0,0
"CPAR2_804310",1802.48176082577,1.66836431929055,0.56533766145783,0.881685785111331,0.11526815945046,1,0.286488910890188,0.58401932461935,3.2304956745,2.54519778149944e-05,2.80504708316234e-05,0.000172722982346351,3.2304956745,0.327944490150012,2.88392166875,3.638245467,TRUE,2.66515801304217,1.89791666797891,FALSE,FALSE,1.60564612865173,0.293185620747545,1.44675351727101,2.22533889365009,0,383.5,468,1.63434438464135,0.107324223852845,313,1775,2933.5,19,47,270.767197085444,209,0.693450838085364,0.49282379387861,0.0273025747364783,0.849317435631588,0.996667283836327,0.991112756896871,0.00499907424551009,0,0.514140172141226,0.507757103272442,0,0,0
"CPAR2_302390",5792.39795874626,-0.184119086413326,-0.174015431300228,0.117537736742978,0.202578708452084,1,0.858339492401041,0.125033501868243,-0.15020905425,0.185289596166256,0.186516106104122,0.999999995174279,-0.15020905425,0.170668626727955,-0.31527298875,0.030740503,TRUE,0.0238063770502275,-0.162112242775114,FALSE,FALSE,-0.189295576589845,0.0374897267324382,-0.232100433467329,-0.1112481341836,0,4403,4930,-0.210251696912396,0.263443249048932,4156,4182,3347.5,3785,3733,3828.07823876117,4421,0.277518576118887,0.421234653294138,0.984447900466563,0.963020563331605,0.29938900203666,0.309016848731716,0.945380485095353,0,0.368874055858071,0.507653564992555,0,0,0
