"gene","baseMean","log2FoldChange","shrunkLFC","lfcSE","padj","effectTestPadj","svalue","maxCook","array_logFC","array_FDR_standard","array_FDR_robust","array_FDR_treat","array_mean","array_sd","array_min","array_max","direction_same","platform_difference","mean_effect","practical_selected","modern_strong","loo_medianLFC","loo_sdLFC","loo_minLFC","loo_maxLFC","loo_propFDR05","loo_medianRank","loo_worstRank","edgeR_logFC","edgeR_FDR","edgeR_rank","rank_DESeq2_effect","rank_DESeq2_FDR","rank_array_effect","rank_array_FDR","rank_product","rank_product_rank","score_effect","score_significance","score_precision","score_abundance","score_array_effect","score_array_significance","score_platform_agreement","score_loo","score_edgeR","stat_score","P_top5_weights","P_top10_weights","combined_robustness"
"CPAR2_703280",120.939365203296,-0.48037644228672,-0.369053634621518,0.294971767435768,0.18296512500332,1,0.64864089336638,0.108365165341713,0.08461698075,0.470984823190303,0.472189023951647,0.999999995174279,0.08461698075,0.195592326347723,-0.143532758,0.33390810575,FALSE,0.453670615371518,-0.142218326935759,FALSE,FALSE,-0.491523528969946,0.0909022970356911,-0.597013020534193,-0.343616347814875,0,2576,3307,-0.503717778002451,0.169205921966087,2427,2755,3269,4491,4484,3378.49275404184,3850,0.524105754276827,0.434895383019194,0.22118541558666,0.136340072576464,0.16867246806147,0.169968524347343,0.265136085910017,0,0.445459336026699,0.262862559978297,0,0,0
"CPAR2_109640",41.708776740686,0.524405180230566,0.182986208641161,0.679966993637554,0.559940561710023,1,0.597565490621822,0.290069846219176,-0.512451778125,0.0156049535004406,0.016015943753761,0.999999995174279,-0.512451778125,0.302810553673621,-0.86874517225,-0.16690117925,FALSE,0.695437986766161,-0.164732784741919,FALSE,FALSE,0.554048615628895,0.23402841922869,0.124986484882845,0.928008515983279,0,2275,4837,0.576608033368733,0.469935628978467,2137,4105,4551,1347,1926,2529.58734278077,2773,0.290824261275272,0.213211136088535,0.0428546742699153,0.0582339726974253,0.750786891316423,0.643584521384929,0.123865950749861,0,0.24205164236782,0.262823672238909,0,0,0
"CPAR2_206030",445.174874942638,-0.00169708249595403,-0.000961804093490458,0.225544410216643,0.996408244255494,1,0.826210952900792,0.39635741586299,-0.2137860693125,0.0697681742817483,0.0704924622398535,0.999999995174279,-0.2137860693125,0.153121808096182,-0.34757481925,-0.0739045895,TRUE,0.21282426521901,-0.107373936702995,FALSE,FALSE,-0.0184387303234698,0.0777476997849984,-0.0963193866735633,0.137953642647695,0,5382,5739,-0.0279548498738876,0.925349686686632,5481,5776,5770,3192,2954,4438.40812776476,5096,0.00207361327112494,0.00242088881203528,0.436149991359945,0.447036461033351,0.4091834845399,0.453249398259582,0.577670801703388,0,0.0349552081503601,0.262526649681076,0,0,0
"CPAR2_213550",205.548409621762,-0.15935020203309,-0.131013104711486,0.222542654385654,0.58980441318591,1,0.802193188251032,0.302254971725218,-0.0591687108125,0.794947512109855,0.798089597892135,0.999999995174279,-0.0591687108125,0.465192142683605,-0.738690416,0.30528014,TRUE,0.0718443938989858,-0.0950909077619929,FALSE,FALSE,-0.142268257185986,0.0690317031642545,-0.271149942450187,-0.0422802570527546,0,4689,5479,-0.190041324768374,0.468493535573611,4321,4570,4648,4762,5066,4667.06911524538,5306,0.210471747019181,0.19643783503372,0.45239329531709,0.224814238811128,0.118496574708387,0.0622107017219033,0.853360488798371,0,0.243456876866327,0.262404639808456,0,0,0
"CPAR2_400630",779.03524104241,0.0106162765542497,0.00899891629343807,0.220083024197356,0.97723976584696,1,0.828037952348125,0.375483581893758,-0.1758449969375,0.302893877182636,0.306165014997729,0.999999995174279,-0.1758449969375,0.333131068603529,-0.465264461,0.23721649,FALSE,0.184843913230938,-0.083423040322031,FALSE,FALSE,0.030328907461819,0.0848770820564583,-0.163153266072359,0.126344769417004,0,5357,5700,-0.011448073787141,0.970699793400404,5600,5688,5691,3546,4100,4832.49883123447,5449,0.0172801105927078,0.0160816185370915,0.463279764990496,0.640228097459824,0.343640066654323,0.241066469172375,0.624143677096834,0,0.015281925171263,0.262333525519435,0,0,0
"CPAR2_200180",50.9309807250382,0.245806491450584,0.168476345263584,0.33166372663361,0.576280928733038,1,0.71860509144766,1.06104448330726,0.168003840875,0.511612909239852,0.517200607938945,0.999999995174279,0.168003840875,0.543376241959447,-0.52831869775,0.7911133045,TRUE,0.000472504388584344,0.168240093069292,FALSE,FALSE,0.251015657552827,0.112315230314704,0.0805149758852519,0.489309275197455,0,3916.5,5192,0.211718674421879,0.610782356924104,4139,4232,4603,3625,4573.5,4218.98276193331,4889,0.268878520822533,0.204219263358119,0.160532227406255,0.0694660445826853,0.329013145713757,0.153119792630994,0.998889094612109,0,0.174600386439487,0.262079830618438,0,0,0
"CPAR2_103700",323.312561074837,0.263064470874958,0.196124095517065,0.28998876105802,0.48509618932716,1,0.73360780012918,0.209480458517142,0.0675736658125,0.558500019820242,0.559887239714259,0.999999995174279,0.0675736658125,0.189907621748639,-0.13418788525,0.32209877925,TRUE,0.128550429704565,0.131848880664783,FALSE,FALSE,0.288015852391759,0.101044435798396,0.0974497543075637,0.419431186296534,0,3643,5074,0.24043146608135,0.495625795698873,3926,3989,4344,4679,4659.5,4307.63901598274,4963,0.310869189562813,0.249005706380771,0.231726283048211,0.342491791947468,0.133864099240881,0.137381966302537,0.732827254212183,0,0.220094853328649,0.262029016002613,0,0,0
"CPAR2_808550",223.543526312504,0.00500904259650411,0.00453469185198605,0.178087609768932,0.986429296503254,1,0.848856279104478,0.145657486558449,-0.5078457800625,0.103503708521105,0.108125845951166,0.999999995174279,-0.5078457800625,0.611990291932884,-1.386393664,0.03595811825,FALSE,0.512380471914486,-0.251655544105257,FALSE,FALSE,-0.000114509087320506,0.0423438380701898,-0.0558280584114507,0.0760949799628897,0,5594,5762,-0.0204294955857074,0.931493188976918,5527,5737,5732,1362,3265,3815.11960610041,4405,0.00881285640228098,0.00899187273041674,0.700708484534301,0.242612752721617,0.748009627846695,0.395482318089243,0.218663210516571,0,0.032496047777973,0.261753018957678,0,0,0
"CPAR2_103930",390.501195759541,0.0416598235196144,0.0349632223020496,0.211357761735673,0.896934381854109,1,0.82939226999972,0.608102845191295,0.1301214865625,0.308422798832182,0.309537678792329,0.999999995174279,0.1301214865625,0.221636553748381,-0.08364052975,0.350680549,TRUE,0.0951582642604504,0.0825423544322748,FALSE,FALSE,0.0115073428000816,0.0763794195570877,-0.062830477816966,0.184943414952382,0,5478,5774,0.0168472520897197,0.95256129298312,5553,5428,5441,4002,4114.5,4856.10510360024,5470,0.0622083981337481,0.0593117758948643,0.507862450319682,0.401762571280456,0.259211257174597,0.238289205702648,0.802999444547306,0,0.0226594062884244,0.261589389926858,0,0,0
"CPAR2_400510",47.5624405441457,-1.10130468307805,-0.329080190525534,0.77448405043496,0.251810464572273,1,0.458815696778958,0.28238751025992,0.2319100225,0.22384737994798,0.229842286699942,0.999999995174279,0.2319100225,0.376064022363221,-0.133921082,0.6881021245,FALSE,0.560990213025534,-0.0485850840127669,FALSE,FALSE,-0.961735206409922,0.427458795460159,-2.16017306845425,-0.762839513127269,0.1,1057,1479,-1.28504654801503,0.25419323690705,566,3007,3561,3015,3881,2345.04163847003,2540,0.480559875583204,0.384402559225316,0.0347330222913427,0.0658372213582167,0.441955193482688,0.281614515830402,0.185336048879837,0.1,0.376954154224486,0.26126584343061,0,0,0
"CPAR2_403710",254.495588804513,0.0791462186812212,0.0656766628954211,0.217918990739496,0.798782827319776,1,0.819722231969886,0.229291080274721,-0.1952133144375,0.0716064066837395,0.0726288186272283,0.999999995174279,-0.1952133144375,0.124334371084707,-0.3174627045,-0.03195932925,FALSE,0.260889977332921,-0.0647683257710394,FALSE,FALSE,0.073768645420985,0.0870957655911301,-0.094231223754597,0.241111345705208,0,5064.5,5526,0.0481646728226629,0.860984856713411,5322,5152,5187.5,3362,2981,4273.59835870622,4932,0.109901503369622,0.10306069514093,0.472438223604631,0.275444962847762,0.377707831882985,0.448250324014071,0.4989816700611,0,0.0649920955559459,0.26119747849745,0,0,0
"CPAR2_401560",1777.89484956439,0.0292336354891672,0.0233032443251561,0.24916364358152,0.941432593395113,1,0.809526066829072,1.99243328863894,-0.1017508075625,0.551001942423398,0.553954305736629,0.999999995174279,-0.1017508075625,0.337679863510557,-0.47706200825,0.18613419925,FALSE,0.125054051887656,-0.0392237816186719,FALSE,FALSE,0.0309487499971699,0.132899636646513,-0.297285809550892,0.174044857187286,0,5381.5,5777,-0.0012930237323178,0.997251937324354,5686,5529,5570,4310,4642.5,5115.72940585333,5647,0.0447554864351132,0.0370050146982535,0.335579747710385,0.84741662346639,0.202184780596186,0.140529531568228,0.740788742825403,0,0.00158088881082031,0.261093424012309,0,0,0
"CPAR2_501000",263.537220984956,-0.333614618588881,-0.227144882020177,0.339527350585239,0.445958643204971,1,0.68843027407251,0.124961278442301,0.2206378669375,0.179206635055831,0.180929085070343,0.999999995174279,0.2206378669375,0.305210941483973,-0.111909258,0.48104939575,FALSE,0.447782748957677,-0.00325350754133859,FALSE,FALSE,-0.294777570584599,0.118699839541678,-0.527381834740346,-0.195309858601043,0,3671.5,4302,-0.356990353327258,0.402780982467101,3207,3739,4225.5,3126,3696,3576.76735812832,4094,0.354069466044583,0.26941034065364,0.154311387592881,0.28564022809746,0.421403443806702,0.315682281059063,0.27050546195149,0,0.27700685051818,0.260892162191555,0,0,0
"CPAR2_502200",247.919466050307,-0.178373821916163,-0.149495005609314,0.211224836664135,0.519002940734501,1,0.806210373126567,0.772737311102689,0.04822256525,0.581512974876021,0.583247427427165,0.999999995174279,0.04822256525,0.0892182867084529,-0.06389556025,0.12140146925,FALSE,0.197717570859314,-0.0506362201796571,FALSE,FALSE,-0.197215751431847,0.0646493618461294,-0.241423571025767,-0.0168244954767553,0,4359,5670,-0.206769320798434,0.410714544289353,4186,4397,4439.5,4893,4707,4517.7462366779,5170,0.240366338344565,0.232405325955386,0.508380853637463,0.268878520822533,0.0942418070727643,0.128679874097389,0.602110720236993,0,0.272615492710346,0.26085321476416,0,0,0
"CPAR2_201140",0.982233836980921,2.25254599641048,0.105803689562522,2.19257116748732,0.4238505346655,1,0.57837150488009,0.240230805346209,-0.4389388056875,0.00659888955036292,0.0066994676393751,0.999999995174279,-0.4389388056875,0.160164514088642,-0.67522519175,-0.32193436275,FALSE,0.544742495250022,-0.166567558062489,FALSE,FALSE,2.02626187975525,0.480006744325692,1.40611154554061,3.08535878187808,0,203.5,475,NA,NA,NA,4776,4151,1683,1419,2623.13650119869,2890,0.174874719198203,0.282206467231541,0.00207361327112494,0.00276481769483325,0.688576189594519,0.737270875763748,0.197185706350676,0,NA,0.260619048638081,0,0,0
"CPAR2_300920",304.845092528107,0.0881000480367231,0.0772294704890535,0.180662490764661,0.724357549305226,1,0.840144565302609,0.362552703610761,0.018931946375,0.816277740016239,0.817179022210482,0.999999995174279,0.018931946375,0.0336678914356726,-0.02891121425,0.04910890675,TRUE,0.0582975241140535,0.0480807084320267,FALSE,FALSE,0.0716556100024325,0.0566836315271382,0.0140614258917331,0.198977504794058,0,5232.5,5695,0.0598823508650445,0.783673115289803,5245,5056,4996.5,5182,5095,5114.13289462385,5646,0.126490409538621,0.136088535362269,0.684637981683083,0.32763089683774,0.0407331975560081,0.0568413256804296,0.878355860025921,0,0.093272439838398,0.26045007183583,0,0,0
"CPAR2_402350",654.915952898711,-0.0833886497397567,-0.0666529864743634,0.235076902203142,0.803195295435067,1,0.808890261484262,1.05152821853626,-0.025179768,0.855630534297116,0.856101511321631,0.999999995174279,-0.025179768,0.237353655454944,-0.26483388425,0.237860523,TRUE,0.0414732184743634,-0.0459163772371817,FALSE,FALSE,-0.0765242287140132,0.0926151780743232,-0.216306479848336,0.11759746620672,0,5106,5450,-0.11657194164401,0.68348832434402,4825,5140,5205,5120,5144,5084.99368932474,5625,0.111975116640746,0.100121044440602,0.393295317090029,0.582858130292034,0.0522125532308832,0.0477689316793186,0.913904832438437,0,0.141753030036887,0.260432106205438,0,0,0
"CPAR2_802710",79.0462437354336,0.168225686791984,0.122900565403841,0.293054002974685,0.672982789775242,1,0.758670118442827,0.11113128722248,0.1446130338125,0.211814611082221,0.213096050756949,0.999999995174279,0.1446130338125,0.181189160847977,-0.087566235,0.35436009425,TRUE,0.0217124684086586,0.133756799608171,FALSE,FALSE,0.158306959476077,0.0819574172895539,0.0699247972671787,0.276221454104202,0,4576,5310,0.141921834199571,0.701813449011582,4633,4649,4863.5,3836,3837,4341.18439151063,5002,0.196820459650942,0.159086979076604,0.224295835493347,0.097459823742872,0.289946306239585,0.289576004443622,0.951305313830772,0,0.134024240295099,0.260279440308094,0,0,0
"CPAR2_106490",327.27928240996,-0.0376324932245051,-0.0310628630800639,0.209266670046767,0.906994865284554,1,0.831224441406822,0.479577213880418,-0.1051797643125,0.335468263736686,0.336949289436777,0.999999995174279,-0.1051797643125,0.167466772950432,-0.310686133,0.050914132,TRUE,0.0741169012324361,-0.068121313696282,FALSE,FALSE,-0.0537101293245359,0.0695562672132764,-0.138265276998536,0.0893952691163772,0,5173,5680,-0.0626401008207494,0.814046026103672,5221,5465,5467,4272,4176.5,4885.48104510795,5485,0.0558147572144462,0.0548158395296559,0.518576118887161,0.346120615171937,0.209220514719496,0.226809850027773,0.848361414552861,0,0.0825575267872826,0.260252959654513,0,0,0
"CPAR2_501700",178.033148012196,0.00507491085554356,0.00471202519829128,0.154836674230492,0.984577431221499,1,0.856049721265324,0.0590109523502113,-0.108111359375,0.254640850368182,0.256389942547941,0.999999995174279,-0.108111359375,0.114392094921279,-0.24058832775,0.0304885145,FALSE,0.112823384573291,-0.0516996670883543,FALSE,FALSE,0.00459832120394247,0.0305552372951937,-0.0278712071178169,0.0499210255441319,0,5613,5725,-0.0185487685508854,0.931493188976918,5542,5736,5720.5,4226,3975,4977.31647939047,5543,0.00898565750820805,0.0108939996541587,0.846898220148609,0.197166061862796,0.217737456026662,0.264210331420107,0.763747454175153,0,0.032496047777973,0.260237247619296,0,0,0
"CPAR2_800300",1000.26216673993,0.0352036787880728,0.0301698120494887,0.199445152670191,0.909014525760878,1,0.835956785864632,0.679122879547323,0.000693019437499998,0.994850045362553,0.994872202011757,0.999999995174279,0.000693019437499999,0.122981025842006,-0.07124946275,0.18466264825,TRUE,0.0294767926119887,0.0154314157434944,FALSE,FALSE,0.027341863597959,0.0739560464699571,-0.0631428532040689,0.199068390521929,0,5527,5649,0.00367808541851943,0.990405313935641,5662,5475,5471,5391,5391,5477.1151731061,5766,0.0540867461551754,0.0539512363825004,0.572662865042336,0.714532573008467,0.00203665987780041,0.00203665987780041,0.935012034808369,0,0.00667486386790796,0.260110404335595,0,0,0
"CPAR2_801730",510.877919880644,0.00942280589685412,0.00838452040973969,0.18645433638921,0.976103852666562,1,0.844968055794178,0.420110571381239,-0.076611143375,0.513328438810375,0.514932812129923,0.999999995174279,-0.076611143375,0.195931468332988,-0.274740977,0.1701837545,FALSE,0.0849956637847397,-0.0341133114826302,FALSE,FALSE,0.0230808549833762,0.0669552915112581,-0.134829484850995,0.0983663289488716,0,5422.5,5730,-0.0204319179726838,0.931897728400248,5526,5693,5686.5,4584,4580,5187.30087734627,5678,0.0164161050630724,0.0167733010548158,0.650596163815448,0.492828754104026,0.151453434549158,0.152194038141085,0.825773004999074,0,0.0321447391533462,0.259797726764447,0,0,0
"CPAR2_210760",1153.88329974277,0.000279369953987818,-0.000344374599562906,0.209354478798011,0.999108011710258,1,0.834841306048036,0.744096154523231,-0.0118963875,0.917043732201469,0.917375516624277,0.999999995174279,-0.0118963875,0.164890243975887,-0.218641354,0.17634334575,TRUE,0.0115520129004371,-0.00612038104978146,FALSE,FALSE,-0.032039443508964,0.0728044660865282,-0.0563560580845319,0.154418640095404,0,5413,5618,-0.0268208157517002,0.924096661571579,5487,5785,5782.5,5264,5253,5509.28766257612,5770,0.000518403317781234,0.000172920629431091,0.517884914463453,0.755313634007258,0.025550823921496,0.0274023329013146,0.972782817996667,0,0.0353065167749868,0.25943692933471,0,0,0
"CPAR2_212800",350.309457025407,0.117211200829055,0.095215276024949,0.23122626364143,0.711485542380821,1,0.805363338830636,0.18849407920776,-0.279639106875,0.213180803510571,0.21937599301988,0.999999995174279,-0.279639106875,0.454163083539693,-0.692825017,0.210079169,FALSE,0.374854382899949,-0.0922119154250255,FALSE,FALSE,0.118231540463163,0.0770330280073142,0.00604135342298227,0.224865466158346,0,4858.5,5743,0.0899122727622661,0.745226968795146,5014,4863,4977,2626,3841,4145.32946875408,4811,0.159841022982547,0.139546947950891,0.408501814411612,0.367029548989114,0.51397889279763,0.289020551749676,0.34826883910387,0,0.107324784823467,0.259279155867645,0,0,0
"CPAR2_504220",123.59138776739,-0.235281251068731,-0.197351590710006,0.214542628233152,0.39043413295696,1,0.790455107800807,0.147701270333153,-0.0250961911875,0.801550698619081,0.802304622666272,0.999999995174279,-0.0250961911875,0.130394526572076,-0.195894329,0.08556661225,TRUE,0.172255399522506,-0.111223890948753,FALSE,FALSE,-0.247813724360542,0.0537253255328312,-0.30224612843112,-0.15731885144551,0,3963,4560,-0.260303777552505,0.317936170803466,3791,3978,4041.5,5122,5071,4364.14192996888,5023,0.312770001728011,0.301227736468961,0.490927941938828,0.138586486953516,0.0518422514349195,0.0612849472319941,0.648583595630439,0,0.327946601089057,0.259241062497303,0,0,0
"CPAR2_300410",415.545584432979,-0.0374986425395036,-0.0304943598129567,0.218660843140083,0.911424946561123,1,0.825454034097663,0.139863852430259,0.15335116175,0.165382484464954,0.166609815374765,0.999999995174279,0.15335116175,0.158811313288466,-0.02125840825,0.29481989125,FALSE,0.183845521562957,0.0614284009685216,FALSE,FALSE,-0.0589392609402004,0.0761273520509358,-0.156543461703863,0.062466243478815,0,5316,5605,-0.0624070783854479,0.822676755159993,5225,5469,5481.5,3752,3641,4635.27419023337,5290,0.0551235527907379,0.0522220300881895,0.467945394850527,0.423362709521341,0.305498981670061,0.326050731346047,0.625810035178671,0,0.0769365887932549,0.25921666935987,0,0,0
"CPAR2_206840",345.3240639488,0.170532520477943,0.11641271591113,0.329458026206555,0.70476891048732,1,0.739903092208328,0.216911521627681,-0.2086454159375,0.0316089064496776,0.03222983072138,0.999999995174279,-0.2086454159375,0.0219913632892503,-0.23181551275,-0.18640397775,FALSE,0.32505813184863,-0.046116350013185,FALSE,FALSE,0.137132477154671,0.151195854915346,-0.126221598592268,0.41341519575624,0,4744,5022,0.143547768480595,0.735003419956885,4622,4696,4962,3237,2391,3838.72864064284,4431,0.188698807672369,0.141967836762926,0.162951442889234,0.363400725764645,0.400851694130717,0.557489353823366,0.404554712090354,0,0.112945722817495,0.259206699550123,0,0,0
"CPAR2_208100",421.799234446451,-0.168456825898742,-0.123504454440042,0.287521287958785,0.6659793898612,1,0.760328362159847,1.14325777733738,0.1654771558125,0.154969378708773,0.156018672349276,0.999999995174279,0.1654771558125,0.174638773755801,-0.03649073375,0.34573958075,FALSE,0.288981610252542,0.020986350686229,FALSE,FALSE,-0.19933225187374,0.117554194258031,-0.346326171320626,0.0618244887746544,0,4315.5,5504,-0.201253315738745,0.575924942484406,4228,4643,4845,3643,3586,4157.75964828404,4826,0.197857266286504,0.162026629776932,0.236910316226024,0.429237947122862,0.325680429550083,0.336234030735049,0.457878170709128,0,0.186720533989109,0.259171702710632,0,0,0
